ticker,date,form_type,total_words,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_litigious,lm_sentiment_score,lm_neg_pct_qoq_delta,lm_uncertain_pct_qoq_delta,lm_sentiment_score_qoq_delta,anomalies,anomaly_count,risk_level
KO,1994-03-14,10-K,5652,1.2562,0.3008,1.6631,25,0.9554,,,,[],0,NORMAL
KO,1994-05-06,10-Q,2312,2.5519,0.9083,0.5623,13,1.6436,201.96143617021272,-66.1896458421021,72.03265647896167,[],0,NORMAL
KO,1994-08-10,10-Q,2779,3.0946,0.7197,0.5398,23,2.375,-20.7640647363206,-4.001422728081109,44.49987831589195,[],0,NORMAL
KO,1994-11-14,10-Q,2981,3.0191,0.6709,0.5703,25,2.3482,-6.780603029039871,5.6502408299370295,-1.1284210526315854,[],0,NORMAL
KO,1995-05-11,10-Q,1860,3.4409,0.4839,0.4301,13,2.957,-27.87300640930094,-24.58355251621954,25.926241376373394,[],0,NORMAL
KO,1995-08-11,10-Q,2278,3.1168,0.2195,0.5707,18,2.8973,-54.63938830336846,32.69007207626133,-2.018938112952312,[],0,NORMAL
KO,1995-11-13,10-Q,2518,2.9786,0.1589,0.7546,19,2.8197,-27.60820045558086,32.22358507096549,-2.6783557104890723,[],0,NORMAL
KO,1996-05-10,10-Q,2002,3.1469,0.7493,0.5495,11,2.3976,371.5544367526745,-27.179962894248614,-14.969677625279282,[],0,NORMAL
KO,1996-08-13,10-Q,2399,3.0429,0.3335,0.6253,16,2.7095,-55.49179233951688,13.7943585077343,13.008842175508825,[],0,NORMAL
KO,1996-11-14,10-Q,4144,2.4373,0.8446,1.2066,23,1.5927,153.25337331334333,92.96337757876219,-41.21793688872486,"['Uncertainty', 'Sentiment Score', 'Positive Language']",3,HIGH
KO,1997-05-13,10-Q,2047,2.8334,0.7328,0.6351,13,2.1006,-13.23703528297419,-47.364495275982094,31.88924467884724,[],0,NORMAL
KO,1997-08-14,10-Q,2997,2.7694,0.4004,1.3013,16,2.369,-45.36026200873363,104.89686663517554,12.777301723317155,['Uncertainty'],1,WATCH
KO,1997-11-13,10-Q,4087,2.3978,0.7096,1.6638,24,1.6883,77.22277722277724,27.856758625989404,-28.733642887294224,"['Uncertainty', 'Litigation Count', 'Sentiment Score', 'Positive Language']",4,HIGH
KO,1998-03-09,10-K,751,0.7989,0.0,0.9321,1,0.7989,-100.0,-43.97764154345474,-52.68021086299828,"['Sentiment Score', 'Positive Language']",2,ELEVATED
KO,1998-05-12,10-Q,1737,3.1088,1.0363,0.5757,1,2.0725,,-38.236240746701,159.4192014019276,['Negative Language'],1,WATCH
KO,1998-08-14,10-Q,3534,2.1505,0.5376,1.4997,3,1.6129,-48.12313036765416,160.50026055237103,-22.176115802171285,[],0,NORMAL
KO,1998-11-12,10-Q,5177,1.7191,0.8885,2.1827,8,0.8306,65.27157738095238,45.54244182169768,-48.50269700539401,"['Uncertainty', 'Sentiment Score']",2,ELEVATED
KO,1999-03-29,10-K,667,0.8996,0.0,0.8996,1,0.8996,-100.0,-58.784991066110784,8.307247772694431,['Positive Language'],1,WATCH
KO,1999-08-12,10-Q,4861,1.3372,1.1109,1.6458,12,0.2263,,82.94797687861272,-74.84437527790129,['Sentiment Score'],1,WATCH
KO,1999-11-03,10-Q,5385,1.5227,0.9471,1.7827,13,0.5757,-14.744801512287331,8.318143152266376,154.39681838267785,[],0,NORMAL
KO,2000-03-09,10-K,739,0.8119,0.0,0.8119,1,0.8119,-100.0,-54.45672294833679,41.02831335765155,[],0,NORMAL
KO,2000-07-27,10-Q,5387,2.1905,1.8749,1.4108,32,0.3156,,73.76524202487992,-61.12821776080798,"['Negative Language', 'Litigation Count']",2,ELEVATED
KO,2000-10-27,10-Q,5780,2.301,1.436,1.6955,34,0.8651,-23.409248493252978,20.180039693790754,174.11280101394172,['Litigation Count'],1,WATCH
KO,2001-03-07,10-K,949,0.9484,0.1054,0.7376,1,0.843,-92.66016713091922,-56.49660867000884,-2.554617963241245,[],0,NORMAL
KO,2001-08-14,10-Q,5510,2.2868,1.4882,1.5971,16,0.7985,1311.954459203036,116.52657266811279,-5.278766310794778,[],0,NORMAL
KO,2001-11-13,10-Q,6047,2.3648,1.2734,1.8356,12,1.0915,-14.433543878510946,14.933316636403477,36.6938008766437,[],0,NORMAL
KO,2002-03-11,10-K,1176,1.6156,0.1701,0.6803,1,1.4456,-86.64206062509817,-62.938548703421226,32.4415941365094,[],0,NORMAL
KO,2002-08-13,10-Q,7033,2.9575,1.2228,1.5925,9,1.7347,618.8712522045856,134.08790239600177,19.99861649142224,[],0,NORMAL
KO,2002-11-13,10-Q,4373,2.4697,1.212,1.6236,1,1.2577,-0.8832188420019742,1.9529042386185185,-27.49755000864702,[],0,NORMAL
KO,2003-03-26,10-K,1091,1.6499,0.0,0.9166,1,1.6499,-100.0,-43.545208179354525,31.183907132066462,[],0,NORMAL
KO,2003-08-13,10-Q,4618,1.8623,1.2126,2.0788,14,0.6496,,126.7946759764347,-60.627916843445064,"['Uncertainty', 'Sentiment Score']",2,ELEVATED
KO,2003-10-27,10-Q,5224,2.0291,1.3017,2.4311,13,0.7274,7.347847600197937,16.947277275351144,11.97660098522169,['Uncertainty'],1,WATCH
KO,2004-02-27,10-K,651,2.6114,0.1536,0.768,1,2.4578,-88.20004609356995,-68.40936201719387,237.88836953533132,[],0,NORMAL
KO,2004-04-29,10-Q,1661,1.6255,0.5418,2.4684,2,1.0837,252.734375,221.40624999999997,-55.907722353324104,['Uncertainty'],1,WATCH
KO,2004-08-05,10-Q,1670,1.8563,0.7186,2.3952,2,1.1377,32.63196751568846,-2.965483714146813,4.982928854849112,[],0,NORMAL
KO,2004-10-28,10-Q,1739,1.8976,0.6901,2.3577,2,1.2076,-3.966045087670466,-1.5656312625250537,6.143974685769542,[],0,NORMAL
KO,2005-03-04,10-K,681,2.79,0.1468,0.8811,1,2.6432,-78.72772062019997,-62.62883318488357,118.88042398145082,[],0,NORMAL
KO,2005-04-28,10-Q,2134,1.4527,0.656,2.343,2,0.7966,346.8664850136239,165.9176029962547,-69.86228813559322,[],0,NORMAL
KO,2005-08-01,10-Q,14960,1.9118,1.3904,1.9118,191,0.5214,111.95121951219514,-18.403755868544604,-34.546824002008535,"['Negative Language', 'Litigation Count']",2,ELEVATED
KO,2005-10-27,10-Q,16002,2.0247,1.7185,2.331,163,0.3062,23.597525891829676,21.926979809603516,-41.273494438051394,"['Negative Language', 'Litigation Count']",2,ELEVATED
KO,2006-04-27,10-Q,9273,1.8117,1.348,1.8117,106,0.4637,-21.559499563572874,-22.277992277992272,51.436969301110366,[],0,NORMAL
KO,2006-07-27,10-Q,12931,2.1112,1.4461,1.8173,162,0.6651,7.2774480712166065,0.3091019484462012,43.433254259219325,[],0,NORMAL
KO,2008-02-28,10-K,1338,1.2706,0.2242,2.1674,2,1.0463,-84.49623124265266,19.264843449072817,57.31468952037287,['Positive Language'],1,WATCH
KO,2021-02-25,10-K,1300,0.3846,0.0,1.1538,1,0.3846,-100.0,-46.76571006736182,-63.24190002867246,['Positive Language'],1,WATCH
KO,2021-04-27,10-Q,25709,2.4272,1.832,1.5053,215,0.5951,,30.464551915409967,54.7321892875715,['Litigation Count'],1,WATCH
KO,2021-07-26,10-Q,30021,3.1578,2.0819,1.2358,241,1.0759,13.640829694323145,-17.90340795854647,80.79314400941021,[],0,NORMAL
KO,2021-10-28,10-Q,31797,3.1512,2.1669,1.3397,240,0.9844,4.082808972573129,8.407509305712889,-8.504507853889768,[],0,NORMAL
KO,2022-02-22,10-K,1264,0.3956,0.0,1.1867,1,0.3956,-100.0,-11.420467268791507,-59.813084112149525,['Positive Language'],1,WATCH
KO,2022-04-28,10-Q,22905,2.589,1.7944,1.5019,214,0.7946,,26.561051655852356,100.85945399393326,[],0,NORMAL
KO,2022-07-27,10-Q,27499,3.0292,2.1746,1.2619,236,0.8546,21.188140882746314,-15.979758971968838,7.550969041026939,[],0,NORMAL
KO,2022-10-26,10-Q,27730,3.0328,2.189,1.2081,231,0.8439,0.6621907477237281,-4.263412314763458,-1.2520477416335176,[],0,NORMAL
KO,2023-02-21,10-K,1237,0.4042,0.0,1.2126,1,0.4042,-100.0,0.37248572138067615,-52.103329778409766,['Positive Language'],1,WATCH
KO,2023-04-26,10-Q,22640,2.4514,1.6829,1.4178,211,0.7686,,16.92231568530431,90.15338941118257,[],0,NORMAL
KO,2023-07-27,10-Q,27172,2.8816,2.1198,1.2255,239,0.7618,25.961138510903798,-13.563267033432073,-0.8847254748893986,[],0,NORMAL
KO,2023-10-24,10-Q,27218,2.8951,2.0575,1.2565,236,0.8377,-2.9389565053306925,2.529579763361886,9.963244946180096,[],0,NORMAL
KO,2024-02-20,10-K,1189,0.4205,0.0,1.2616,1,0.4205,-100.0,0.4058893752487151,-49.80303211173451,['Positive Language'],1,WATCH
KO,2024-05-02,10-Q,23611,2.4904,1.6306,1.3172,204,0.8598,,4.407102092580839,104.47086801426875,[],0,NORMAL
KO,2024-07-29,10-Q,28935,2.8616,2.0667,1.1543,255,0.7949,26.744756531338155,-12.367142423322186,-7.548267038846239,[],0,NORMAL
KO,2024-10-24,10-Q,29729,2.8356,2.0855,1.0663,244,0.7501,0.9096627473750497,-7.623668023910602,-5.63592904767896,[],0,NORMAL
KO,2025-02-20,10-K,1105,0.4525,0.0,1.3575,1,0.4525,-100.0,27.30938760198817,-39.67471003866151,['Positive Language'],1,WATCH
KO,2025-05-01,10-Q,23334,2.2414,1.6928,1.2814,231,0.5486,,-5.605893186003671,21.237569060773474,[],0,NORMAL
KO,2025-07-24,10-Q,27636,2.5402,2.0842,1.1507,253,0.4559,23.121455576559544,-10.199781488996413,-16.897557418884425,[],0,NORMAL
KO,2025-10-23,10-Q,29135,2.5914,1.8294,1.1258,268,0.762,-12.225314269263993,-2.163900234639797,67.1419170870805,[],0,NORMAL
JNJ,1994-05-13,10-Q,1407,3.4826,0.924,0.2843,1,2.5586,,,,[],0,NORMAL
JNJ,1994-07-08,10-Q,1680,3.1548,1.0119,0.2381,3,2.1429,9.512987012987011,-16.25043967639817,-16.24716641913547,[],0,NORMAL
JNJ,1994-07-08,10-Q,1828,3.0088,0.9847,0.3282,3,2.0241,-2.688012649471292,37.84124317513649,-5.543889122217567,[],0,NORMAL
JNJ,1994-07-12,10-Q,1402,3.5663,0.8559,0.214,1,2.7104,-13.08012592667818,-34.795856185252894,33.906427548046054,[],0,NORMAL
JNJ,1994-08-12,10-Q,1522,3.4166,0.3942,0.3942,1,3.0223,-53.94321766561514,84.2056074766355,11.507526564344749,['Uncertainty'],1,WATCH
JNJ,1994-11-14,10-Q,1891,3.0672,0.2644,0.4231,2,2.8027,-32.92744799594114,7.331303906646368,-7.265989478211951,['Uncertainty'],1,WATCH
JNJ,1995-05-12,10-Q,1384,3.4682,0.578,0.289,2,2.8902,118.60816944024202,-31.694634838099738,3.1219895101152426,[],0,NORMAL
JNJ,1995-08-11,10-Q,1742,3.6165,0.2296,0.1722,1,3.3869,-60.27681660899653,-40.41522491349481,17.185661891910584,[],0,NORMAL
JNJ,1995-11-13,10-Q,2239,3.5284,0.268,0.6699,1,3.2604,16.724738675958196,289.0243902439025,-3.7349788892497453,['Uncertainty'],1,WATCH
JNJ,1996-05-10,10-Q,1679,3.2758,0.5956,0.4765,2,2.6802,122.23880597014924,-28.869980594118534,-17.795362532204635,[],0,NORMAL
JNJ,1996-08-09,10-Q,1776,3.1532,0.3941,0.2815,1,2.759,-33.83143049026192,-40.923399790136415,2.940079098574724,[],0,NORMAL
JNJ,1996-11-12,10-Q,1933,3.104,0.3104,0.3104,1,2.7936,-21.2382643998985,10.266429840142111,1.2540775643349107,[],0,NORMAL
JNJ,1997-05-09,10-Q,1542,3.1777,0.454,0.5188,1,2.7237,46.26288659793815,67.13917525773196,-2.5021477663230267,[],0,NORMAL
JNJ,1997-08-08,10-Q,1324,2.2659,0.4532,0.3776,1,1.8127,-0.17621145374449843,-27.21665381649962,-33.44714909865257,"['Sentiment Score', 'Positive Language']",2,ELEVATED
JNJ,1997-11-07,10-Q,1408,2.0597,0.7102,0.4261,1,1.3494,56.70785525154458,12.844279661016946,-25.558559055552493,"['Negative Language', 'Sentiment Score', 'Positive Language']",3,HIGH
JNJ,1998-05-11,10-Q,951,2.103,0.9464,0.9464,1,1.1567,33.25823711630526,122.10748650551515,-14.280420927819762,"['Negative Language', 'Uncertainty', 'Sentiment Score', 'Positive Language']",4,HIGH
JNJ,1998-08-07,10-Q,1038,2.5048,1.2524,0.8671,1,1.2524,32.33305156382079,-8.379120879120883,8.2735367856834,"['Negative Language', 'Uncertainty']",2,ELEVATED
JNJ,1998-11-10,10-Q,1016,2.5591,1.1811,0.8858,1,1.378,-5.693069306930687,2.1566140006919676,10.028744809964863,['Negative Language'],1,WATCH
JNJ,1999-05-17,10-Q,847,2.4793,0.7084,0.7084,2,1.771,-40.02201337736009,-20.02709415217882,28.519593613933242,[],0,NORMAL
JNJ,2001-05-14,10-Q,1964,2.1894,0.7637,0.9674,2,1.4257,7.806324110671939,36.56126482213439,-19.49745906267645,['Litigation Count'],1,WATCH
JNJ,2001-11-13,10-Q,1973,2.2808,0.963,0.7603,3,1.3178,26.09663480424249,-21.407897457101516,-7.568212106333723,['Litigation Count'],1,WATCH
JNJ,2002-05-14,10-Q,1440,2.1528,1.1111,0.9028,2,1.0417,15.379023883696782,18.742601604629762,-20.95158597662771,['Sentiment Score'],1,WATCH
JNJ,2004-05-05,10-Q,1723,2.3215,1.2768,0.9286,2,1.0447,14.913149131491313,2.857775808595473,0.2879907842948921,['Negative Language'],1,WATCH
JNJ,2004-11-03,10-Q,2651,1.8861,1.0562,1.0939,3,0.8299,-17.277568922305758,17.800990738746513,-20.56092658179382,"['Uncertainty', 'Litigation Count', 'Sentiment Score', 'Positive Language']",4,HIGH
JNJ,2005-05-10,10-Q,1815,2.0937,1.2121,0.9366,2,0.8815,14.760462033705728,-14.379742206783078,6.217616580310879,[],0,NORMAL
JNJ,2005-11-07,10-Q,2005,1.8454,1.6459,1.197,4,0.1995,35.78912630971042,27.80269058295965,-77.36812251843448,"['Negative Language', 'Uncertainty', 'Litigation Count', 'Sentiment Score', 'Positive Language']",5,HIGH
JNJ,2006-03-14,10-K,590,0.8475,0.1695,2.3729,0,0.678,-89.70168296980376,98.23725981620719,239.84962406015038,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2007-02-21,10-K,602,0.8306,0.1661,2.3256,0,0.6645,-2.0058997050147576,-1.9933414808883603,-1.9911504424778859,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2007-05-10,10-Q,1837,2.0686,0.9799,0.9799,2,1.0887,489.94581577363033,-57.864637082903336,63.83747178329572,[],0,NORMAL
JNJ,2007-11-06,10-Q,2586,1.8948,1.3921,0.8507,2,0.5027,42.06551688947851,-13.185018879477495,-53.825663635528606,[],0,NORMAL
JNJ,2008-02-26,10-K,658,0.7599,0.304,2.1277,0,0.4559,-78.162488326988,150.11167274009637,-9.309727471653074,['Positive Language'],1,WATCH
JNJ,2008-05-07,10-Q,5791,0.7771,1.5714,0.9152,141,-0.7943,416.9078947368421,-56.986417258072095,-274.2268041237113,"['Litigation Count', 'Sentiment Score']",2,ELEVATED
JNJ,2008-08-04,10-Q,6177,0.858,1.5542,0.9552,144,-0.6961,-1.0945653557337331,4.370629370629374,12.363086994838216,"['Litigation Count', 'Sentiment Score']",2,ELEVATED
JNJ,2008-11-04,10-Q,6700,0.8209,1.6716,1.0,154,-0.8507,7.553725389267788,4.690117252931318,-22.209452664847,"['Litigation Count', 'Sentiment Score']",2,ELEVATED
JNJ,2009-02-20,10-K,523,1.1472,0.3824,3.4417,0,0.7648,-77.12371380713088,244.17,189.90243329023156,['Uncertainty'],1,WATCH
JNJ,2009-05-05,10-Q,7240,1.174,1.4917,1.2293,167,-0.3177,290.0889121338912,-64.2821861289479,-141.5402719665272,[],0,NORMAL
JNJ,2009-08-04,10-Q,13974,1.5744,1.7246,0.9875,214,-0.1503,15.61305892605751,-19.669730741072154,52.69121813031161,['Litigation Count'],1,WATCH
JNJ,2009-11-04,10-Q,15137,1.5062,1.711,0.8919,248,-0.2048,-0.7885886582395822,-9.68101265822785,-36.26081170991352,['Litigation Count'],1,WATCH
JNJ,2010-03-01,10-K,689,0.7257,0.1451,2.4673,0,0.5806,-91.51957919345412,176.63415181074106,383.49609374999994,[],0,NORMAL
JNJ,2010-05-10,10-Q,12109,1.6021,1.7177,1.1727,228,-0.1156,1083.8042729152307,-52.47031167673164,-119.91043747847054,[],0,NORMAL
JNJ,2010-08-11,10-Q,14122,1.7136,1.7207,1.1259,278,-0.0071,0.17465215113232183,-3.990790483499631,93.85813148788927,[],0,NORMAL
JNJ,2010-11-10,10-Q,15493,1.704,1.7169,1.2005,316,-0.0129,-0.22084035566919297,6.625810462740919,-81.69014084507042,[],0,NORMAL
JNJ,2011-02-25,10-K,657,0.761,0.3044,2.7397,0,0.4566,-82.2703710175316,128.21324448146606,3639.5348837209303,['Positive Language'],1,WATCH
JNJ,2011-05-10,10-Q,14940,1.593,2.0013,1.1245,364,-0.4083,557.4572930354797,-58.955360075920716,-189.42181340341654,['Litigation Count'],1,WATCH
JNJ,2011-08-09,10-Q,17810,1.6788,1.9315,1.1679,407,-0.2527,-3.4877329735671854,3.8594931080480106,38.10923340680873,[],0,NORMAL
JNJ,2011-11-08,10-Q,19259,1.646,1.916,1.1787,430,-0.27,-0.8024851151954476,0.9247367069098504,-6.846062524732901,[],0,NORMAL
JNJ,2012-02-23,10-K,767,1.043,0.3911,2.3468,0,0.6519,-79.58768267223381,99.10070416560616,341.44444444444446,[],0,NORMAL
JNJ,2012-05-07,10-Q,16991,1.4184,2.1541,1.1477,414,-0.7357,450.7798517003324,-51.095108232486794,-212.8547323209081,['Sentiment Score'],1,WATCH
JNJ,2012-08-02,10-Q,21931,1.4044,1.9881,1.1947,466,-0.5836,-7.706234622348086,4.095146815369883,20.674187848307735,[],0,NORMAL
JNJ,2012-11-09,10-Q,23818,1.3813,1.9229,1.1294,498,-0.5416,-3.279513102962624,-5.465807315644105,7.196710075394113,[],0,NORMAL
JNJ,2013-02-22,10-K,636,0.7862,0.4717,2.673,1,0.3145,-75.46934317957252,136.67434035771205,158.06868537666173,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2013-05-03,10-Q,19032,1.5027,1.9651,1.24,450,-0.4624,316.59953360186563,-53.610175832398056,-247.027027027027,[],0,NORMAL
JNJ,2013-08-01,10-Q,22420,1.6459,1.8689,1.1418,478,-0.223,-4.895425169202587,-7.919354838709683,51.773356401384085,[],0,NORMAL
JNJ,2013-11-04,10-Q,22744,1.596,1.9434,1.0288,493,-0.3473,3.9863021028412438,-9.896654405324925,-55.73991031390134,[],0,NORMAL
JNJ,2014-02-21,10-K,661,0.7564,0.4539,2.5719,1,0.3026,-76.64402593393022,149.9902799377916,187.1292830405989,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2014-05-02,10-Q,16738,1.4817,2.0134,1.165,378,-0.5317,343.5778805904384,-54.70274894047202,-275.71050892267016,[],0,NORMAL
JNJ,2014-08-01,10-Q,20433,1.7423,1.9968,1.0033,438,-0.2545,-0.8244760107281192,-13.879828326180252,52.13466240361105,[],0,NORMAL
JNJ,2014-10-30,10-Q,21761,1.5854,2.1231,0.9834,495,-0.5377,6.325120192307697,-1.9834545998205948,-111.27701375245577,[],0,NORMAL
JNJ,2015-02-24,10-K,632,0.7911,0.4747,2.6899,1,0.3165,-77.6411850595827,173.5306080943665,158.86181885809933,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2015-05-01,10-Q,18105,1.3919,2.2259,1.2428,439,-0.834,368.9066779018328,-53.797538941968114,-363.50710900473933,['Sentiment Score'],1,WATCH
JNJ,2015-07-31,10-Q,20340,1.4995,2.2124,1.2144,441,-0.7129,-0.6064962487083906,-2.28516253620856,14.520383693045563,[],0,NORMAL
JNJ,2015-10-30,10-Q,21973,1.429,2.1708,1.115,478,-0.7418,-1.8803109745073359,-8.185111989459811,-4.053864497124426,[],0,NORMAL
JNJ,2016-02-24,10-K,626,0.7987,0.4792,2.7157,1,0.3195,-77.9251888704625,143.56053811659194,143.07090860070102,['Uncertainty'],1,WATCH
JNJ,2016-05-10,10-Q,19630,1.457,1.9868,1.3551,391,-0.5298,314.60767946577624,-50.101263026107446,-265.8215962441315,[],0,NORMAL
JNJ,2016-08-04,10-Q,22774,1.6774,1.9584,1.2163,403,-0.281,-1.4294342661566328,-10.24278651022065,46.961117402793505,[],0,NORMAL
JNJ,2016-11-04,10-Q,23202,1.7283,1.8921,1.1939,390,-0.1638,-3.385416666666668,-1.8416509084929686,41.70818505338079,[],0,NORMAL
JNJ,2017-02-27,10-K,660,0.7576,0.4545,2.8788,1,0.303,-75.97907087363247,141.12572242231343,284.98168498168496,"['Uncertainty', 'Positive Language']",2,ELEVATED
JNJ,2017-05-08,10-Q,20403,1.6174,1.8086,1.338,343,-0.1911,297.9317931793179,-53.52230095873281,-163.06930693069305,[],0,NORMAL
JNJ,2017-08-03,10-Q,23780,1.7115,1.6653,1.2153,344,0.0463,-7.923255556784252,-9.170403587443948,124.22815279958137,[],0,NORMAL
JNJ,2017-11-02,10-Q,24406,1.8561,1.598,1.2333,332,0.2581,-4.041313877379446,1.4811157738829932,457.45140388768897,[],0,NORMAL
JNJ,2018-02-21,10-K,704,1.2784,0.4261,3.125,1,0.8523,-73.33541927409262,153.38522662774668,230.2208446338628,['Uncertainty'],1,WATCH
JNJ,2018-05-01,10-Q,23972,1.6019,1.6269,1.2932,367,-0.025,281.81178127200195,-58.6176,-102.9332394696703,[],0,NORMAL
JNJ,2018-08-02,10-Q,27317,1.8633,1.6327,1.1897,400,0.2306,0.3565062388591817,-8.003402412619852,1022.3999999999999,[],0,NORMAL
JNJ,2018-10-31,10-Q,28820,1.7592,1.7314,1.1832,431,0.0278,6.045201200465487,-0.5463562242582122,-87.94449262792715,[],0,NORMAL
JNJ,2019-02-20,10-K,682,1.3196,0.4399,2.9326,1,0.8798,-74.59281506295484,147.85327924273156,3064.7482014388493,['Uncertainty'],1,WATCH
JNJ,2019-05-01,10-Q,24200,1.5207,1.9917,1.2107,485,-0.4711,352.7619913616731,-58.715815317465726,-153.54626051375314,['Sentiment Score'],1,WATCH
JNJ,2020-02-18,10-K,1509,0.5302,0.1988,1.1928,1,0.3313,-90.01857709494402,-1.4784835219294645,170.3247718106559,['Positive Language'],1,WATCH
